type,name,position,program
Recommendation,PT Perusahaan Listrik Negara (Persero),Data Scientist,Data Science
Recommendation,CV. Permata Sejahtera,Network Engineer,Computer Science
Recommendation,PT Kensolusindo,Programmer,Computer Science
Recommendation,Dipa Inhouse,Front End Developer,Computer Science
Recommendation,Lioncore Studio,Game Artist / Technical Artist,Informatics
Recommendation,CV. PENDEKAR PENDIDIKAN DIGITAL,Front End Developer,Computer Science
Recommendation,PT GWS JAYA SUKSES,Web Developer,Computer Science
Recommendation,PT Tunas Digital Indonesia,Software Engineer,Computer Science
Recommendation,PT. Hyperdata Solusindo Mandiri,IT Support,Computer Science
Recommendation,PT. Ajidarma Delta Medika,Application Developer,Mobile Application and Technology
Recommendation,PT Sage Konstruksi Indonesia ,IT Support,Computer Science
Recommendation,CV. Buku Digital Nusantara,Front End Developer,Computer Science
Recommendation,PT Hologram Solusi Kreatif,Game Engineer / Developer,Game Application and Technology
Recommendation,BADAN POM,Database Administrator,Computer Science
Recommendation,PT Logindo Samudramakmur Tbk,Full Stack Developer,Computer Science
Recommendation,CNN Indonesia,UI/UX Developer,Computer Science
Recommendation,PT Surya Data Infokreasi,Mobile Programmer,Computer Science
Recommendation,PT Indotruck Utama,Front End Developer,Computer Science
Recommendation,PT Pohon Graha Indah,IT Support,Computer Science
Recommendation,PT Generasi Muda Gigih,Full Stack Developer,Computer Science
Recommendation,PT Larona Prima Solusi,Front End Developer,Computer Science
Recommendation,PT BANK DANAMON INDONESIA TBK,Data Engineer,Data Science
Recommendation,PT. Xapiens Teknologi Indonesia.,Software Engineer,Computer Science & Mathematics
Recommendation,PT Bank Sulteng,IT Support,Computer Science
Recommendation,PT. Wilmar Consultancy Services,Programmer,Computer Science
Recommendation,VOCASIA (Yayasan Adipurna Inovasi Asia),Front End Developer,Computer Science
Recommendation,PT. Langgeng Sejahtera Kreasi Komputasi,Software Engineer,Computer Science
Recommendation,PT Kutai Bara Nusantara,Programmer,Computer Science
Recommendation,PT AEON INDONESIA  ,Data Analyst,Computer Science & Mathematics
Recommendation,NOUVERIOR,Application Developer,Game Application and Technology
Recommendation,PT Mitra Solusi Telematika,Security Engineer,Cyber Security
Recommendation,PT. Technosoft Indo Prima,Front End Developer,Computer Science
Recommendation,PT XM Gravitasi Digital - Wunderman Thompson,Data Analyst,Data Science
Recommendation,PT Alpabit Digital Inovasi,Application Developer,Computer Science
Recommendation,CGI Creative Lab (PT. Citra Gema Indonesia),Full Stack Developer,Computer Science
Recommendation,PT. Buana Tunas Sejahtera,Web Developer,Computer Science
Recommendation,Nare Studio,Web Developer,Computer Science
Recommendation,Pusat Data dan Teknologi Informasi Kemendikbudristek,Application Developer,Computer Science
Recommendation,Pusat Data dan Sistem Informasi Kementerian Perdagangan ,Software Engineer,Computer Science
Recommendation,PT Sukanda Djaya,Machine Learning Dev.,Computer Science
Recommendation,PT. Andhika Lugas Swara City Guide 911 FM,Programmer,Computer Science
Recommendation,PT. Gatra Mapan,Software Engineer,Computer Science
Recommendation,KATALIS Pte Ltd,Data Scientist,Computer Science
Recommendation,Convo Technologies,Front End Developer,Computer Science
Recommendation,PT Indodev Niaga Internet (DataOn),Web Developer,Computer Science
